"realpseudo","resp","rt","item","id"
pseudo,1,1.614505,han,215
pseudo,1,0.789605,han,1366
pseudo,1,0.62021,han,1459
pseudo,1,0.63816,han,2144
pseudo,1,0.96973,han,353
pseudo,1,0.53419,han,381
pseudo,1,1.707,han,352
pseudo,1,3.463465,han,293
pseudo,1,1.236245,han,338
pseudo,1,0.549145,han,253
pseudo,1,0.957595,han,1945
pseudo,1,2.056995,han,1240
pseudo,1,1.059615,han,409
pseudo,1,0.738815,han,2589
pseudo,1,1.28109,han,467
pseudo,1,0.397825,han,2021
pseudo,1,0.64998,han,1841
pseudo,1,1.604825,han,1807
real,1,0.738,him,2946
real,1,0.91276,him,331
real,1,0.736055,him,1763
real,1,1.883935,him,373
real,1,0.558005,him,131
real,1,0.76995,him,2239
real,1,1.303895,him,2614
real,1,0.49394,him,183
real,1,0.88766,him,362
real,1,0.833825,him,50
real,1,0.72995,him,319
real,1,0.87369,him,2584
real,1,1.089935,him,2799
real,1,1.37377,him,223
real,1,1.124425,him,1961
real,1,0.57061,him,2611
real,1,0.636875,him,1946
real,1,0.56659,him,42
real,1,0.430575,him,132
real,1,0.866295,him,2589
real,1,0.642,him,212
real,1,0.942435,him,2494
real,1,1.29914,him,2998
real,1,0.9977,him,41
real,1,0.89815,him,2193
real,1,0.686975,him,465
real,1,0.71773,him,406
real,1,0.314275,him,2065
real,1,0.518355,him,3247
real,1,0.68776,him,2536
real,1,0.82224,him,305
real,1,0.93324,him,67
real,1,0.94953,him,2558
real,1,0.833845,him,2346
real,1,1.191315,him,2159
real,1,0.63535,him,153
real,1,0.434695,him,1841
real,1,0.66188,him,1856
real,1,0.46977,him,469
real,1,0.5908,him,2704
real,1,0.81846,him,3254
real,1,0.592,him,352
real,1,0.47982,him,395
real,1,0.9792,him,2612
real,1,0.986535,him,1980
real,1,0.835395,him,1345
real,1,0.68735,him,2144
real,1,0.816455,him,1930
real,1,0.63658,him,2101
real,1,1.282145,him,2455
real,1,0.722485,him,1366
real,1,0.814215,him,1846
real,1,1.33579,him,2188
real,1,0.48721,him,253
real,1,1.26577,him,3170
real,1,0.85819,him,2697
real,1,0.798365,him,1590
real,1,0.43651,him,211
real,1,3.561,him,1922
real,1,0.692425,him,1459
real,1,1.668995,him,2045
real,1,1.00627,him,2557
real,1,0.65312,him,152
real,1,0.88454,him,361
real,1,0.56682,him,381
real,1,0.4158,him,1365
real,1,0.63472,him,2088
real,1,0.768535,him,1960
real,1,1.502655,him,36
real,1,0.65154,him,1857
real,1,0.65157,him,358
real,1,1.31646,him,293
real,1,1.08606,him,226
real,1,1.11863,him,230
real,1,0.64787,him,241
real,1,0.69699,him,467
real,1,0.96687,him,43
real,1,0.584795,him,349
real,1,0.549655,him,447
real,1,0.38733,him,427
real,1,1.67421,him,51
real,1,0.988865,him,85
real,1,0.83451,him,416
real,1,1.4491,him,1240
real,1,0.8704,him,353
real,1,0.617555,him,119
real,1,0.716085,him,23
real,1,0.72417,him,320
real,1,0.685575,him,44
real,1,0.59061,him,2041
real,1,1.194275,him,2227
real,1,0.781035,him,245
real,1,0.950145,him,346
real,1,0.69629,him,336
real,1,0.73465,him,1807
real,1,1.57376,him,1934
real,1,1.067485,him,309
real,1,0.666315,him,2598
real,1,0.936,him,2001
real,1,1.111895,him,321
real,1,2.22361,him,1061
real,1,0.551,him,22
real,1,1.704615,him,38
real,1,0.59959,him,2609
real,1,0.693375,him,2555
real,1,0.99285,him,409
real,1,0.61313,him,87
real,1,1.16755,him,338
real,1,0.74279,him,1241
real,1,1.14,him,1429
real,1,0.77429,him,1945
real,1,0.717555,him,2024
real,1,0.88286,him,215
real,1,0.53682,his,1857
real,1,0.50192,his,465
real,1,1.090915,his,2188
real,1,1.335665,his,305
real,1,0.89482,his,2065
real,1,0.738955,his,2193
real,1,0.52298,his,253
real,1,0.64831,his,2598
real,1,0.622385,his,2614
real,1,0.631815,his,1241
real,1,0.84403,his,230
real,1,0.906725,his,416
real,1,0.822395,his,2536
real,1,1.084275,his,367
real,1,0.6485,his,2704
real,1,0.564845,his,358
real,1,0.98684,his,353
real,1,0.67041,his,331
real,1,0.989005,his,87
real,1,0.638155,his,23
real,1,1.498625,his,1807
real,1,0.829795,his,319
real,1,0.732,his,1429
real,1,0.847055,his,2024
real,1,0.99906,his,2088
real,1,0.6778,his,1763
real,1,0.89515,his,1345
real,1,0.710895,his,1459
real,1,1.522695,his,1961
real,1,0.523,his,212
real,1,1.167395,his,85
real,1,0.66299,his,245
real,1,0.729675,his,321
real,1,0.5397,his,2611
real,1,0.52152,his,2589
real,1,0.884375,his,2584
real,1,0.839015,his,1856
real,1,0.50576,his,395
real,1,1.477125,his,3230
real,1,2.51554,his,3170
real,1,0.700565,his,338
real,1,0.51796,his,1930
real,1,0.4809,his,427
real,1,0.715605,his,41
real,1,0.52146,his,153
real,1,0.81499,his,215
real,1,0.770505,his,132
real,1,0.935,his,1922
real,1,1.077225,his,320
real,1,1.35718,his,2041
real,1,0.885935,his,361
real,1,0.85697,his,2159
real,1,1.01081,his,469
real,1,0.429985,his,211
real,1,0.69489,his,2697
real,1,0.60308,his,43
real,1,1.068155,his,2555
real,1,0.685645,his,2239
real,1,0.990225,his,223
real,1,1.053,his,2001
real,1,0.65084,his,1960
real,1,0.774,his,2946
real,1,0.55083,his,381
real,1,0.707485,his,131
real,1,1.999435,his,1061
real,1,0.75677,his,2227
real,1,0.851955,his,336
real,1,0.503645,his,183
real,1,1.50187,his,362
real,1,0.775175,his,3247
real,1,0.828465,his,44
real,1,0.87672,his,2612
real,1,0.65623,his,1366
real,1,0.58657,his,349
real,1,0.72017,his,119
real,1,1.19522,his,219
real,1,2.03857,his,373
real,1,1.694755,his,3237
real,1,0.61493,his,406
real,1,0.964725,his,50
real,1,0.70383,his,241
real,1,1.71711,his,67
real,1,2.73577,his,309
real,1,0.875635,his,1365
real,1,1.06081,his,1846
real,1,0.601205,his,42
real,1,1.2851,his,2557
real,1,1.20642,his,1946
real,1,0.510415,his,2799
real,1,0.7845,his,2101
real,1,0.82956,his,1240
real,1,0.78338,his,2558
real,1,0.80816,his,1945
real,1,0.78333,his,1980
real,1,0.537605,his,447
real,1,1.735405,his,409
real,1,0.75858,his,2346
real,1,0.87255,his,2609
real,1,0.83322,his,2144
real,1,3.29402,his,293
real,1,0.681035,his,226
real,1,0.68956,his,1488
real,1,1.472325,his,346
real,1,0.98696,his,2998
real,1,0.897005,his,467
real,1,0.904,his,352
real,1,1.439915,his,51
pseudo,1,1.62084,hom,1857
pseudo,1,0.72,hom,352
pseudo,1,1.274095,hom,469
pseudo,1,1.168435,hom,1365
pseudo,1,0.944935,hom,43
pseudo,1,0.893665,hom,2193
pseudo,1,1.812335,hom,1980
pseudo,1,1.21463,hom,41
pseudo,1,0.8659,hom,1489
pseudo,1,0.904135,hom,1345
pseudo,1,0.71754,hom,1945
pseudo,1,0.28561,hom,2065
pseudo,1,0.506515,hom,253
pseudo,1,0.973075,hom,321
pseudo,1,1.110915,hom,319
pseudo,1,1.04174,hom,67
pseudo,1,1.233545,hom,223
pseudo,1,0.56957,hom,23
pseudo,1,0.78664,hom,331
pseudo,1,1.25398,hom,1856
pseudo,1,0.410115,hom,85
pseudo,1,1.31944,hom,2188
pseudo,1,0.720495,hom,305
pseudo,1,0.72076,hom,2101
pseudo,1,1.16307,hom,38
pseudo,1,0.6138,hom,2704
pseudo,1,0.3658,hom,446
pseudo,1,0.81846,hom,2536
pseudo,1,1.69813,hom,2584
pseudo,1,0.60044,hom,349
pseudo,1,0.524265,hom,2611
pseudo,1,0.633605,hom,2088
pseudo,1,0.707835,hom,1930
pseudo,1,1.60772,hom,1961
pseudo,1,0.983,hom,2946
pseudo,1,1.324105,hom,2557
pseudo,1,0.338825,hom,3170
pseudo,1,0.83155,hom,447
pseudo,1,1.289165,hom,309
pseudo,1,1.152095,hom,2558
pseudo,1,0.73466,hom,358
pseudo,1,1.087835,hom,406
pseudo,1,0.611155,hom,465
pseudo,1,1.93266,hom,215
pseudo,1,0.921235,hom,36
pseudo,1,0.665405,hom,2144
pseudo,1,0.931,hom,2001
pseudo,1,1.18736,hom,336
pseudo,1,0.716375,hom,2024
pseudo,1,1.0514,hom,409
pseudo,1,0.933265,hom,1590
pseudo,1,0.85103,hom,153
pseudo,1,1.23664,hom,2799
pseudo,1,1.547275,hom,2159
pseudo,1,0.587805,hom,183
pseudo,1,1.06785,hom,361
pseudo,1,0.68116,hom,1946
pseudo,1,0.546,hom,212
pseudo,1,1.120005,hom,362
pseudo,1,1,hom,1429
pseudo,1,0.889335,hom,1763
pseudo,1,0.833945,hom,2998
pseudo,1,4.799335,hom,3230
pseudo,1,0.68334,hom,42
pseudo,1,1.11137,hom,353
pseudo,1,0.56522,hom,119
pseudo,1,0.836775,hom,1459
pseudo,1,0.567675,hom,152
pseudo,1,1.090475,hom,2589
pseudo,1,1.20366,hom,416
pseudo,1,2.877665,hom,1934
pseudo,1,0.76913,hom,1488
pseudo,1,0.84923,hom,1846
pseudo,1,1.350055,hom,50
pseudo,1,0.802195,hom,467
pseudo,1,0.63577,hom,2741
pseudo,1,0.431895,hom,427
pseudo,1,0.766655,hom,2239
pseudo,1,0.590035,hom,131
pseudo,1,0.984215,hom,338
pseudo,1,0.8162,hom,320
pseudo,1,0.910435,hom,1061
pseudo,1,1.0516,hom,1240
pseudo,1,4.25627,hom,230
pseudo,1,1.0036,hom,445
pseudo,1,0.786785,hom,2555
pseudo,1,0.56573,hom,1366
pseudo,1,2.166945,hom,293
pseudo,1,5.847535,hom,2455
pseudo,1,0.613725,hom,395
pseudo,1,0.59015,hom,211
pseudo,1,1.321015,hom,226
pseudo,1,0.714785,hom,2346
pseudo,1,0.74747,hom,2697
pseudo,1,1.08305,hom,367
pseudo,1,0.567,hom,22
pseudo,1,0.715435,hom,1241
pseudo,1,3.688,hom,1922
real,1,0.70229,hot,362
real,1,0.71765,hot,395
real,1,0.798085,hot,1846
real,1,0.633925,hot,85
real,1,1.37159,hot,1961
real,1,0.84806,hot,43
real,1,0.824845,hot,50
real,1,0.897035,hot,321
real,1,2.300325,hot,367
real,1,1.065675,hot,38
real,1,0.466255,hot,183
real,1,7.07248,hot,2589
real,1,0.322035,hot,1841
real,1,1.213665,hot,2494
real,1,0.686035,hot,42
real,1,1.689795,hot,2609
real,1,1.985,hot,2946
real,1,0.256285,hot,2021
real,1,1.331105,hot,219
real,1,0.6805,hot,2704
real,1,0.881545,hot,320
real,1,0.76983,hot,131
real,1,0.737595,hot,2101
real,1,0.68797,hot,338
real,1,0.66595,hot,1488
real,1,1.435345,hot,223
real,1,1.31898,hot,346
real,1,0.55358,hot,23
real,1,0.599825,hot,381
real,1,0.88674,hot,331
real,1,0.851245,hot,241
real,1,0.98737,hot,1946
real,1,0.634,hot,352
real,1,0.923945,hot,1459
real,1,0.470985,hot,253
real,1,0.960805,hot,44
real,1,0.84455,hot,36
real,1,1.41808,hot,3170
real,1,1.056915,hot,3230
real,1,0.779265,hot,1763
real,1,0.55221,hot,465
real,1,0.623115,hot,152
real,1,0.73015,hot,1240
real,1,0.93231,hot,1807
real,1,0.96652,hot,3247
real,1,1.351205,hot,336
real,1,1.264565,hot,1980
real,1,1.088855,hot,2558
real,1,0.90945,hot,51
real,1,1.925,hot,1922
real,1,0.66444,hot,2614
real,1,0.65268,hot,406
real,1,0.840455,hot,305
real,1,0.605185,hot,2612
real,1,1.25825,hot,409
real,1,0.66658,hot,153
real,1,0.72686,hot,1945
real,1,9.0386,hot,446
real,1,0.53376,hot,358
real,1,0.571,hot,22
real,1,0.76577,hot,1241
real,1,0.75117,hot,2088
real,1,5.39731,hot,41
real,1,0.61529,hot,469
real,1,0.80702,hot,2697
real,1,1.050975,hot,467
real,1,1.223395,hot,1365
real,1,0.766575,hot,447
real,1,1.016735,hot,361
real,1,0.762225,hot,319
real,1,1.02132,hot,132
real,1,1.23635,hot,2611
real,1,1.0237,hot,445
real,1,0.446,hot,212
real,1,1.067575,hot,215
real,1,0.70137,hot,119
real,1,0.75042,hot,1856
real,1,0.835455,hot,2065
real,1,0.782875,hot,309
real,1,0.89408,hot,2557
real,1,1.134,hot,2001
real,1,0.719105,hot,1061
real,1,1.12745,hot,2144
real,1,0.884,hot,1429
real,1,0.679295,hot,245
real,1,5.665695,hot,2799
real,1,0.96677,hot,353
real,1,0.512125,hot,2598
real,1,0.66035,hot,2239
real,1,0.6268,hot,349
real,1,0.81848,hot,2346
real,1,0.61458,hot,1345
real,1,1.54869,hot,2159
real,1,0.7348,hot,2536
real,1,0.68902,hot,211
real,1,0.90485,hot,230
real,1,0.80017,hot,1590
real,1,0.484305,hot,2555
real,1,0.660615,hot,226
real,1,0.648265,hot,416
real,1,0.751645,hot,2045
real,1,0.740795,hot,293
real,1,0.70223,hot,2227
real,1,0.75048,hot,2584
real,1,0.4102,hot,2041
real,1,0.518895,hot,1857
real,1,0.56804,hot,1960
real,1,1.11891,hot,2188
pseudo,1,0.818055,hus,2609
pseudo,1,0.732175,hus,367
pseudo,1,1.39588,hus,361
pseudo,1,0.81632,hus,41
pseudo,1,0.950155,hus,1590
pseudo,1,0.432735,hus,152
pseudo,1,0.76762,hus,349
pseudo,1,0.699765,hus,1857
pseudo,1,1.216605,hus,416
pseudo,1,1.00454,hus,320
pseudo,1,0.597545,hus,23
pseudo,1,0.655795,hus,131
pseudo,1,0.892485,hus,2346
pseudo,1,0.869525,hus,331
pseudo,1,0.78182,hus,1365
pseudo,1,0.755715,hus,469
pseudo,1,0.713915,hus,321
pseudo,1,1.31648,hus,1061
pseudo,1,0.95432,hus,1960
pseudo,1,0.00654,hus,226
pseudo,1,1.132915,hus,2558
pseudo,1,0.9973,hus,36
pseudo,1,1.28677,hus,50
pseudo,1,0.54012,hus,211
pseudo,1,0.99279,hus,2589
pseudo,1,0.168225,hus,3230
pseudo,1,0.58438,hus,1345
pseudo,1,0.683,hus,22
pseudo,1,1.68455,hus,51
pseudo,1,0.49963,hus,427
pseudo,1,1.878025,hus,1961
pseudo,1,0.771045,hus,43
pseudo,1,1.001,hus,352
pseudo,1,0.31919,hus,1489
pseudo,1,0.635985,hus,467
pseudo,1,0.917425,hus,362
pseudo,1,0.616755,hus,381
pseudo,1,0.54335,hus,2455
pseudo,1,2.203105,hus,1807
pseudo,1,0.25041,hus,2998
pseudo,1,1.06177,hus,319
pseudo,1,0.9001,hus,338
pseudo,1,0.929435,hus,406
pseudo,1,1.007765,hus,2557
pseudo,1,1.249,hus,2001
pseudo,1,0.73249,hus,85
pseudo,1,0.484575,hus,395
pseudo,1,0.45166,hus,119
pseudo,1,1.140095,hus,409
pseudo,1,1.252515,hus,1980
pseudo,1,0.7046,hus,2704
pseudo,1,0.634985,hus,1241
pseudo,1,0.68577,hus,1366
pseudo,1,2.987355,hus,1930
pseudo,1,0.8159,hus,132
pseudo,1,0.59992,hus,358
pseudo,1,0.678585,hus,1763
pseudo,1,0.834775,hus,2697
pseudo,1,0.60559,hus,465
pseudo,1,1.01609,hus,2193
pseudo,1,0.577555,hus,2239
pseudo,1,0.95079,hus,353
pseudo,1,0.86819,hus,336
pseudo,1,1.301095,hus,1856
pseudo,1,0.617055,hus,1846
pseudo,1,0.982035,hus,1459
pseudo,1,0.72457,hus,2088
pseudo,1,0.09778,hus,245
pseudo,1,0.77107,hus,42
pseudo,1,2.030405,hus,3170
pseudo,1,1.30937,hus,44
pseudo,1,0.844855,hus,1945
pseudo,1,0.715115,hus,153
pseudo,1,0.552055,hus,253
pseudo,1,1.583205,hus,219
pseudo,1,0.535,hus,212
pseudo,1,1.01016,hus,2614
pseudo,1,0.8661,hus,3247
pseudo,1,1.218,hus,2946
pseudo,1,2.43401,hus,223
pseudo,1,1.023135,hus,1946
pseudo,1,0.82763,hus,2144
pseudo,1,0.77439,hus,2555
pseudo,1,0.969,hus,1429
pseudo,1,0.968745,hus,215
pseudo,1,0.466615,hus,183
pseudo,1,1.35106,hus,2536
pseudo,1,1.17789,hus,2799
pseudo,1,0.520435,hus,2611
pseudo,1,0.3447,hus,2045
pseudo,1,0.723965,hus,2101
pseudo,1,0.73411,hus,2024
pseudo,1,0.80396,hus,447
pseudo,1,0.72813,hus,2612
pseudo,1,0.3233,hus,446
pseudo,1,0.258615,hus,3237
real,1,0.5829,man,2536
real,1,0.66791,man,1590
real,1,0.80243,man,43
real,1,0.708885,man,2614
real,1,0.924605,man,338
real,1,0.87021,man,1240
real,1,0.979845,man,36
real,1,0.751645,man,223
real,1,0.450885,man,465
real,1,1.466935,man,346
real,1,0.637,man,352
real,1,0.455255,man,1841
real,1,1.384145,man,2227
real,1,0.551655,man,406
real,1,0.599295,man,1488
real,1,0.88856,man,2239
real,1,0.603455,man,211
real,1,0.778475,man,305
real,1,0.932435,man,2045
real,1,0.939015,man,2558
real,1,0.68772,man,2193
real,1,0.61523,man,2088
real,1,0.518,man,22
real,1,0.91762,man,2998
real,1,0.642445,man,51
real,1,0.86549,man,1961
real,1,0.519005,man,427
real,1,1.23725,man,85
real,1,0.717695,man,230
real,1,0.965645,man,293
real,1,0.55044,man,2611
real,1,0.560365,man,2555
real,1,0.81297,man,241
real,1,0.677725,man,309
real,1,0.81797,man,409
real,1,0.728075,man,331
real,1,0.3336,man,3237
real,1,0.614395,man,321
real,1,0.76802,man,1366
real,1,1.166565,man,215
real,1,0.850425,man,41
real,1,0.6528,man,1857
real,1,0.60131,man,152
real,1,2.28802,man,245
real,1,0.65224,man,320
real,1,0.6,man,1241
real,1,0.756,man,2946
real,1,1.13612,man,67
real,1,1.3308,man,2494
real,1,1.548255,man,2455
real,1,0.429,man,212
real,1,0.586425,man,119
real,1,0.661575,man,1946
real,1,1.056125,man,3170
real,1,1.554295,man,2159
real,1,0.908085,man,2346
real,1,0.834885,man,2021
real,1,0.59911,man,183
real,1,0.804505,man,362
real,1,0.88098,man,2557
real,1,0.988425,man,50
real,1,1.41894,man,226
real,1,0.73429,man,2612
real,1,1.67337,man,1856
real,1,0.9169,man,336
real,1,0.933815,man,353
real,1,0.75227,man,319
real,1,1.790515,man,3230
real,1,0.711385,man,2024
real,1,0.565235,man,1945
real,1,0.91396,man,467
real,1,0.604,man,2704
real,1,0.63562,man,3254
real,1,0.5665,man,381
real,1,0.987775,man,1846
real,1,0.601445,man,153
real,1,1.68364,man,367
real,1,0.783385,man,219
real,1,0.81916,man,1459
real,1,4.154895,man,373
real,1,3.3911,man,38
real,1,0.351975,man,1489
real,1,0.39177,man,3247
real,1,1.11383,man,1980
real,1,0.58333,man,2589
real,1,0.835,man,1922
real,1,0.35351,man,87
real,1,1.00503,man,2188
real,1,0.5143,man,349
real,1,0.975185,man,2144
real,1,0.733,man,1429
real,1,0.44713,man,131
real,1,0.718055,man,23
real,1,2.281805,man,1934
real,1,0.78,man,2001
real,1,0.909205,man,416
real,1,0.73577,man,2609
real,1,0.627355,man,132
real,1,0.75354,man,1960
real,1,0.671955,man,395
real,1,0.63614,man,2101
real,1,0.882905,man,1061
real,1,0.7839,man,1930
real,1,0.668135,man,2598
real,1,1.032205,man,1345
real,1,0.58356,man,42
real,1,1.134515,man,2799
real,1,0.51482,man,358
real,1,0.76757,man,447
pseudo,1,0.89838,med,2557
pseudo,1,1.383325,med,409
pseudo,1,1.073325,med,223
pseudo,1,0.70143,med,67
pseudo,1,1.1779,med,2227
pseudo,1,0.74848,med,1857
pseudo,1,2.175335,med,2188
pseudo,1,0.81859,med,42
pseudo,1,0.934575,med,2998
pseudo,1,1.307065,med,293
pseudo,1,1.24508,med,321
pseudo,1,0.785,med,212
pseudo,1,0.64577,med,119
pseudo,1,1.234345,med,1856
pseudo,1,4.433955,med,50
pseudo,1,1.101145,med,85
pseudo,1,1.506255,med,3170
pseudo,1,0.7697,med,2239
pseudo,1,1.03122,med,153
pseudo,1,1.1001,med,36
pseudo,1,2.494875,med,362
pseudo,1,0.6293,med,211
pseudo,1,1.09315,med,1240
pseudo,1,0.89242,med,51
pseudo,1,0.675305,med,2021
pseudo,1,1.029,med,2946
pseudo,1,0.957,med,1429
pseudo,1,0.84283,med,331
pseudo,1,1.14089,med,2536
pseudo,1,1.067895,med,406
pseudo,1,0.699685,med,447
pseudo,1,0.913935,med,1241
pseudo,1,0.364215,med,1934
pseudo,1,0.32002,med,1841
pseudo,1,0.716665,med,253
pseudo,1,1.25334,med,1961
pseudo,1,0.72137,med,1366
pseudo,1,1.02138,med,361
pseudo,1,0.737,med,22
pseudo,1,1.57265,med,1365
pseudo,1,0.0869,med,446
pseudo,1,2.63304,med,38
pseudo,1,0.63022,med,1763
pseudo,1,0.8522,med,2704
pseudo,1,0.5929,med,183
pseudo,1,0.71254,med,131
pseudo,1,0.833765,med,2144
pseudo,1,1.48562,med,1846
pseudo,1,4.593805,med,226
pseudo,1,1.167055,med,2024
pseudo,1,0.62677,med,132
pseudo,1,1.156205,med,2346
pseudo,1,0.90034,med,336
pseudo,1,1.287785,med,338
pseudo,1,0.866575,med,44
pseudo,1,1.647675,med,43
pseudo,1,1.95248,med,245
pseudo,1,0.68002,med,241
pseudo,1,1.071745,med,353
pseudo,1,3.11198,med,1980
pseudo,1,1.25104,med,381
pseudo,1,0.59543,med,1459
pseudo,1,0.821335,med,2697
pseudo,1,1.472775,med,1945
pseudo,1,0.834,med,2001
pseudo,1,0.933265,med,2609
pseudo,1,1.007075,med,305
pseudo,1,0.58395,med,2611
pseudo,1,1.13278,med,2584
pseudo,1,0.84796,med,319
pseudo,1,1.13143,med,467
pseudo,1,0.769145,med,2088
pseudo,1,0.310845,med,3237
pseudo,1,0.96579,med,469
pseudo,1,1.715885,med,416
pseudo,1,0.72031,med,1488
pseudo,1,0.98388,med,1061
pseudo,1,0.771205,med,1946
pseudo,1,0.768535,med,367
pseudo,1,0.831105,med,320
pseudo,1,1.01641,mot,2584
pseudo,1,0.932925,mot,293
pseudo,1,0.830535,mot,2589
pseudo,1,0.650775,mot,1241
pseudo,1,0.835145,mot,2697
pseudo,1,0.55778,mot,153
pseudo,1,0.94694,mot,467
pseudo,1,0.83405,mot,1856
pseudo,1,0.719485,mot,42
pseudo,1,1.231145,mot,1946
pseudo,1,0.818505,mot,2557
pseudo,1,0.5641,mot,2193
pseudo,1,0.668455,mot,132
pseudo,1,0.302485,mot,3237
pseudo,1,0.69323,mot,2555
pseudo,1,0.971075,mot,1857
pseudo,1,1.15066,mot,44
pseudo,1,0.609895,mot,2144
pseudo,1,7.49744,mot,51
pseudo,1,0.708745,mot,2998
pseudo,1,0.534125,mot,119
pseudo,1,0.552025,mot,1930
pseudo,1,0.904165,mot,1945
pseudo,1,0.84437,mot,319
pseudo,1,0.820765,mot,406
pseudo,1,0.74672,mot,1345
pseudo,1,0.99098,mot,3170
pseudo,1,0.485135,mot,1841
pseudo,1,1.20095,mot,36
pseudo,1,1.004405,mot,309
pseudo,1,1.133,mot,2946
pseudo,1,0.805,mot,2001
pseudo,1,3.275855,mot,2188
pseudo,1,1.278755,mot,43
pseudo,1,0.75026,mot,1590
pseudo,1,0.076055,mot,38
pseudo,1,0.51473,mot,2611
pseudo,1,0.979725,mot,241
pseudo,1,0.479085,mot,253
pseudo,1,0.649715,mot,1366
pseudo,1,0.90702,mot,2609
pseudo,1,0.90326,mot,320
pseudo,1,0.47865,mot,211
pseudo,1,1.20465,mot,1061
pseudo,1,0.946285,mot,469
pseudo,1,1.113225,mot,353
pseudo,1,1.05453,mot,2614
pseudo,1,0.942475,mot,2536
pseudo,1,0.618,mot,212
pseudo,1,1.39149,mot,2799
pseudo,1,1.958765,mot,1980
pseudo,1,0.77875,mot,1488
pseudo,1,1.60259,mot,336
pseudo,1,1.049415,mot,367
pseudo,1,0.503625,mot,465
pseudo,1,0.428995,mot,2045
pseudo,1,0.785825,mot,223
pseudo,1,0.94304,mot,338
pseudo,1,1.614985,mot,1960
pseudo,1,1.54373,mot,3254
pseudo,1,2.47229,mot,2159
pseudo,1,1.10732,mot,2598
pseudo,1,0.94969,mot,321
pseudo,1,1.76594,mot,41
pseudo,1,0.182795,mot,2021
pseudo,1,0.9193,mot,2346
pseudo,1,0.77389,mot,2558
pseudo,1,0.667325,mot,358
pseudo,1,0.987365,mot,1807
pseudo,1,1.54235,mot,1961
pseudo,1,0.86549,mot,416
pseudo,1,0.612625,mot,2088
pseudo,1,1.054565,mot,3230
pseudo,1,0.734895,mot,85
pseudo,1,0.48909,mot,183
pseudo,1,0.898535,mot,361
pseudo,1,2.33204,mot,409
pseudo,1,2.145185,mot,215
pseudo,1,0.77451,mot,2239
pseudo,1,1.96816,mot,226
pseudo,1,10.798535,mot,2041
pseudo,1,0.926055,mot,2024
pseudo,1,1.93653,mot,152
pseudo,1,1.131625,mot,349
pseudo,1,0.79961,mot,395
pseudo,1,0.63055,mot,1763
pseudo,1,1.16034,mot,219
pseudo,1,1.55584,mot,50
pseudo,1,0.57158,mot,131
pseudo,1,1.026925,mot,67
pseudo,1,0.590505,mot,1459
pseudo,1,0.82718,mot,1365
pseudo,1,0.69321,mot,2101
pseudo,1,0.831155,mot,362
pseudo,1,1.0542,mot,1240
pseudo,1,0.63423,mot,427
pseudo,1,0.81121,mot,331
pseudo,1,0.748035,mot,305
pseudo,1,0.767815,mot,447
pseudo,1,0.636,mot,22
pseudo,1,0.7999,mot,2704
pseudo,1,0.65356,mot,381
pseudo,1,0.85778,mun,1763
pseudo,1,0.783635,mun,152
pseudo,1,4.12739,mun,305
pseudo,1,0.930675,mun,1846
pseudo,1,1.91618,mun,336
pseudo,1,0.86051,mun,1459
pseudo,1,5.385315,mun,2045
pseudo,1,0.932645,mun,23
pseudo,1,1.197915,mun,2536
pseudo,1,1.668,mun,447
pseudo,1,0.954,mun,2946
pseudo,1,1.062255,mun,241
pseudo,1,0.78676,mun,2101
pseudo,1,1.235145,mun,361
pseudo,1,1.288105,mun,1857
pseudo,1,1.049995,mun,2799
pseudo,1,0.52469,mun,183
pseudo,1,0.95058,mun,2584
pseudo,1,0.82,mun,22
pseudo,1,4.51509,mun,223
pseudo,1,1.00186,mun,321
pseudo,1,1.42914,mun,2614
pseudo,1,0.662145,mun,43
pseudo,1,1.154,mun,2001
pseudo,1,1.73504,mun,367
pseudo,1,1.03723,mun,1241
pseudo,1,1.21665,mun,230
pseudo,1,0.710555,mun,2611
pseudo,1,0.538935,mun,253
pseudo,1,0.52678,mun,131
pseudo,1,1.30689,mun,219
pseudo,1,0.73856,mun,2589
pseudo,1,0.688,mun,352
pseudo,1,1.30273,mun,320
pseudo,1,2.77695,mun,50
pseudo,1,4.013985,mun,2741
pseudo,1,0.733645,mun,358
pseudo,1,1.433725,mun,1590
pseudo,1,0.86471,mun,2088
pseudo,1,2.318095,mun,2227
pseudo,1,0.849795,mun,338
pseudo,1,0.77649,mun,1946
pseudo,1,0.97382,mun,309
pseudo,1,1.205345,mun,409
pseudo,1,0.490205,mun,427
pseudo,1,0.865735,mun,2998
pseudo,1,1.380775,mun,467
pseudo,1,1.170655,mun,2609
pseudo,1,2.848935,mun,245
pseudo,1,1.511335,mun,319
pseudo,1,1.014025,mun,36
pseudo,1,1.115535,mun,2598
pseudo,1,1.48619,mun,3170
pseudo,1,0.619025,mun,119
pseudo,1,0.713,mun,212
pseudo,1,1.896105,mun,1980
pseudo,1,1.58335,mun,1856
pseudo,1,4.85664,mun,2455
pseudo,1,0.836595,mun,331
pseudo,1,0.56729,mun,465
pseudo,1,0.631705,mun,395
pseudo,1,0.880215,mun,362
pseudo,1,0.603,mun,445
pseudo,1,3.93581,mun,226
pseudo,1,0.95238,mun,469
pseudo,1,1.905705,mun,2159
pseudo,1,0.595205,mun,2555
pseudo,1,0.918,mun,1429
pseudo,1,1.086395,mun,3230
pseudo,1,1.252575,mun,2346
