"item","id","resp","Qmatrix__1","Qmatrix__2","Qmatrix__3","Qmatrix__4","Qmatrix__5","Qmatrix__6","Qmatrix__7","Qmatrix__8"
item_8,346,1,0,0,0,0,0,0,1,0
item_8,134,1,0,0,0,0,0,0,1,0
item_9,422,1,0,1,0,0,0,0,0,0
item_9,56,1,0,1,0,0,0,0,0,0
item_9,272,1,0,1,0,0,0,0,0,0
item_10,179,1,0,1,0,0,1,0,1,1
item_10,413,1,0,1,0,0,1,0,1,1
item_11,285,1,0,1,0,0,1,0,1,0
item_11,383,1,0,1,0,0,1,0,1,0
item_11,262,1,0,1,0,0,1,0,1,0
item_11,197,1,0,1,0,0,1,0,1,0
item_12,209,1,0,0,0,0,0,0,1,1
item_12,417,1,0,0,0,0,0,0,1,1
item_12,234,1,0,0,0,0,0,0,1,1
item_12,190,1,0,0,0,0,0,0,1,1
item_12,128,1,0,0,0,0,0,0,1,1
item_12,150,1,0,0,0,0,0,0,1,1
item_12,155,1,0,0,0,0,0,0,1,1
item_12,1,1,0,0,0,0,0,0,1,1
item_13,238,1,0,1,0,1,1,0,1,0
item_13,157,1,0,1,0,1,1,0,1,0
item_14,489,1,0,1,0,0,0,0,1,0
item_14,330,1,0,1,0,0,0,0,1,0
item_14,241,1,0,1,0,0,0,0,1,0
item_14,128,1,0,1,0,0,0,0,1,0
item_15,119,1,1,0,0,0,0,0,1,0
item_15,282,1,1,0,0,0,0,0,1,0
item_16,212,1,0,1,0,0,0,0,1,0
item_17,267,1,0,1,0,0,1,0,1,0
item_17,489,1,0,1,0,0,1,0,1,0
item_18,288,1,0,1,0,0,1,1,1,0
item_19,459,1,1,1,1,0,1,0,1,0
item_19,185,1,1,1,1,0,1,0,1,0
item_20,86,1,0,1,1,0,1,0,1,0
item_20,487,1,0,1,1,0,1,0,1,0
item_20,32,1,0,1,1,0,1,0,1,0
item_1,294,0,0,0,0,1,0,1,1,0
item_1,364,0,0,0,0,1,0,1,1,0
item_1,49,0,0,0,0,1,0,1,1,0
item_2,326,0,0,0,0,1,0,0,1,0
item_3,205,0,0,0,0,1,0,0,1,0
item_4,521,0,0,1,1,0,1,0,1,0
item_4,9,0,0,1,1,0,1,0,1,0
item_5,265,0,0,1,0,1,0,0,1,1
item_5,418,0,0,1,0,1,0,0,1,1
item_6,529,0,0,0,0,0,0,0,1,0
item_7,402,0,1,1,0,0,0,0,1,0
item_7,505,0,1,1,0,0,0,0,1,0
item_7,40,0,1,1,0,0,0,0,1,0
item_7,498,0,1,1,0,0,0,0,1,0
item_8,392,0,0,0,0,0,0,0,1,0
item_9,220,0,0,1,0,0,0,0,0,0
item_9,251,0,0,1,0,0,0,0,0,0
item_10,271,0,0,1,0,0,1,0,1,1
item_10,276,0,0,1,0,0,1,0,1,1
item_10,135,0,0,1,0,0,1,0,1,1
item_10,409,0,0,1,0,0,1,0,1,1
item_10,509,0,0,1,0,0,1,0,1,1
item_10,365,0,0,1,0,0,1,0,1,1
item_10,50,0,0,1,0,0,1,0,1,1
item_11,246,0,0,1,0,0,1,0,1,0
item_12,178,0,0,0,0,0,0,0,1,1
item_13,249,0,0,1,0,1,1,0,1,0
item_13,335,0,0,1,0,1,1,0,1,0
item_13,220,0,0,1,0,1,1,0,1,0
item_13,264,0,0,1,0,1,1,0,1,0
item_13,46,0,0,1,0,1,1,0,1,0
item_13,341,0,0,1,0,1,1,0,1,0
item_13,345,0,0,1,0,1,1,0,1,0
item_14,120,0,0,1,0,0,0,0,1,0
item_14,226,0,0,1,0,0,0,0,1,0
item_15,454,0,1,0,0,0,0,0,1,0
item_15,274,0,1,0,0,0,0,0,1,0
item_15,531,0,1,0,0,0,0,0,1,0
item_15,467,0,1,0,0,0,0,0,1,0
item_15,81,0,1,0,0,0,0,0,1,0
item_15,436,0,1,0,0,0,0,0,1,0
item_16,20,0,0,1,0,0,0,0,1,0
item_16,13,0,0,1,0,0,0,0,1,0
item_17,502,0,0,1,0,0,1,0,1,0
item_18,439,0,0,1,0,0,1,1,1,0
item_18,211,0,0,1,0,0,1,1,1,0
item_18,418,0,0,1,0,0,1,1,1,0
item_18,352,0,0,1,0,0,1,1,1,0
item_18,262,0,0,1,0,0,1,1,1,0
item_19,517,0,1,1,1,0,1,0,1,0
item_20,326,0,0,1,1,0,1,0,1,0
item_20,509,0,0,1,1,0,1,0,1,0
item_20,135,0,0,1,1,0,1,0,1,0
item_1,477,1,0,0,0,1,0,1,1,0
item_1,275,1,0,0,0,1,0,1,1,0
item_2,4,1,0,0,0,1,0,0,1,0
item_2,362,1,0,0,0,1,0,0,1,0
item_3,292,1,0,0,0,1,0,0,1,0
item_3,84,1,0,0,0,1,0,0,1,0
item_3,164,1,0,0,0,1,0,0,1,0
item_3,336,1,0,0,0,1,0,0,1,0
item_4,5,1,0,1,1,0,1,0,1,0
item_4,422,1,0,1,1,0,1,0,1,0
item_4,402,1,0,1,1,0,1,0,1,0
item_4,513,1,0,1,1,0,1,0,1,0
item_4,293,1,0,1,1,0,1,0,1,0
item_4,204,1,0,1,1,0,1,0,1,0
item_5,160,1,0,1,0,1,0,0,1,1
item_5,469,1,0,1,0,1,0,0,1,1
item_5,421,1,0,1,0,1,0,0,1,1
item_5,88,1,0,1,0,1,0,0,1,1
item_6,443,1,0,0,0,0,0,0,1,0
item_6,250,1,0,0,0,0,0,0,1,0
item_6,242,1,0,0,0,0,0,0,1,0
item_6,102,1,0,0,0,0,0,0,1,0
item_6,262,1,0,0,0,0,0,0,1,0
item_6,207,1,0,0,0,0,0,0,1,0
item_8,289,1,0,0,0,0,0,0,1,0
item_8,399,1,0,0,0,0,0,0,1,0
item_8,335,1,0,0,0,0,0,0,1,0
item_9,374,1,0,1,0,0,0,0,0,0
item_9,394,1,0,1,0,0,0,0,0,0
item_10,344,1,0,1,0,0,1,0,1,1
item_10,402,1,0,1,0,0,1,0,1,1
item_10,119,1,0,1,0,0,1,0,1,1
item_10,64,1,0,1,0,0,1,0,1,1
item_11,459,1,0,1,0,0,1,0,1,0
item_11,339,1,0,1,0,0,1,0,1,0
item_11,365,1,0,1,0,0,1,0,1,0
item_12,204,1,0,0,0,0,0,0,1,1
item_12,45,1,0,0,0,0,0,0,1,1
item_12,64,1,0,0,0,0,0,0,1,1
item_12,11,1,0,0,0,0,0,0,1,1
item_12,280,1,0,0,0,0,0,0,1,1
item_12,355,1,0,0,0,0,0,0,1,1
item_13,234,1,0,1,0,1,1,0,1,0
item_14,9,1,0,1,0,0,0,0,1,0
item_14,225,1,0,1,0,0,0,0,1,0
item_14,340,1,0,1,0,0,0,0,1,0
item_14,288,1,0,1,0,0,0,0,1,0
item_14,63,1,0,1,0,0,0,0,1,0
item_15,362,1,1,0,0,0,0,0,1,0
item_16,287,1,0,1,0,0,0,0,1,0
item_16,27,1,0,1,0,0,0,0,1,0
item_16,444,1,0,1,0,0,0,0,1,0
item_16,451,1,0,1,0,0,0,0,1,0
item_17,93,1,0,1,0,0,1,0,1,0
item_18,184,1,0,1,0,0,1,1,1,0
item_19,422,1,1,1,1,0,1,0,1,0
item_19,54,1,1,1,1,0,1,0,1,0
item_19,279,1,1,1,1,0,1,0,1,0
item_20,410,1,0,1,1,0,1,0,1,0
item_20,383,1,0,1,1,0,1,0,1,0
item_20,102,1,0,1,1,0,1,0,1,0
item_20,4,1,0,1,1,0,1,0,1,0
item_20,456,1,0,1,1,0,1,0,1,0
item_1,342,0,0,0,0,1,0,1,1,0
item_1,41,0,0,0,0,1,0,1,1,0
item_2,415,0,0,0,0,1,0,0,1,0
item_2,29,0,0,0,0,1,0,0,1,0
item_2,49,0,0,0,0,1,0,0,1,0
item_2,6,0,0,0,0,1,0,0,1,0
item_2,18,0,0,0,0,1,0,0,1,0
item_3,28,0,0,0,0,1,0,0,1,0
item_3,86,0,0,0,0,1,0,0,1,0
item_4,504,0,0,1,1,0,1,0,1,0
item_4,111,0,0,1,1,0,1,0,1,0
item_5,414,0,0,1,0,1,0,0,1,1
item_5,243,0,0,1,0,1,0,0,1,1
item_5,515,0,0,1,0,1,0,0,1,1
item_5,8,0,0,1,0,1,0,0,1,1
item_6,491,0,0,0,0,0,0,0,1,0
item_6,423,0,0,0,0,0,0,0,1,0
item_7,215,0,1,1,0,0,0,0,1,0
item_7,250,0,1,1,0,0,0,0,1,0
item_7,330,0,1,1,0,0,0,0,1,0
item_7,59,0,1,1,0,0,0,0,1,0
item_8,422,0,0,0,0,0,0,0,1,0
item_8,44,0,0,0,0,0,0,0,1,0
item_9,289,0,0,1,0,0,0,0,0,0
item_9,205,0,0,1,0,0,0,0,0,0
item_9,293,0,0,1,0,0,0,0,0,0
item_11,508,0,0,1,0,0,1,0,1,0
item_11,497,0,0,1,0,0,1,0,1,0
item_11,536,0,0,1,0,0,1,0,1,0
item_11,181,0,0,1,0,0,1,0,1,0
item_12,304,0,0,0,0,0,0,0,1,1
item_13,196,0,0,1,0,1,1,0,1,0
item_13,497,0,0,1,0,1,1,0,1,0
item_13,84,0,0,1,0,1,1,0,1,0
item_14,7,0,0,1,0,0,0,0,1,0
item_14,69,0,0,1,0,0,0,0,1,0
item_15,92,0,1,0,0,0,0,0,1,0
item_15,519,0,1,0,0,0,0,0,1,0
item_16,84,0,0,1,0,0,0,0,1,0
item_17,264,0,0,1,0,0,1,0,1,0
item_17,425,0,0,1,0,0,1,0,1,0
item_17,135,0,0,1,0,0,1,0,1,0
item_17,92,0,0,1,0,0,1,0,1,0
item_18,467,0,0,1,0,0,1,1,1,0
item_18,68,0,0,1,0,0,1,1,1,0
item_18,141,0,0,1,0,0,1,1,1,0
item_18,427,0,0,1,0,0,1,1,1,0
item_18,452,0,0,1,0,0,1,1,1,0
item_19,408,0,1,1,1,0,1,0,1,0
item_19,233,0,1,1,1,0,1,0,1,0
item_19,293,0,1,1,1,0,1,0,1,0
item_19,217,0,1,1,1,0,1,0,1,0
item_19,436,0,1,1,1,0,1,0,1,0
item_19,461,0,1,1,1,0,1,0,1,0
item_20,449,0,0,1,1,0,1,0,1,0
item_20,303,0,0,1,1,0,1,0,1,0
item_20,387,0,0,1,1,0,1,0,1,0
item_1,381,1,0,0,0,1,0,1,1,0
item_1,268,1,0,0,0,1,0,1,1,0
item_2,236,1,0,0,0,1,0,0,1,0
item_2,38,1,0,0,0,1,0,0,1,0
item_3,386,1,0,0,0,1,0,0,1,0
item_3,269,1,0,0,0,1,0,0,1,0
item_3,362,1,0,0,0,1,0,0,1,0
item_4,158,1,0,1,1,0,1,0,1,0
item_4,31,1,0,1,1,0,1,0,1,0
item_5,321,1,0,1,0,1,0,0,1,1
item_5,262,1,0,1,0,1,0,0,1,1
item_5,150,1,0,1,0,1,0,0,1,1
item_5,256,1,0,1,0,1,0,0,1,1
item_6,439,1,0,0,0,0,0,0,1,0
item_6,11,1,0,0,0,0,0,0,1,0
item_7,481,1,1,1,0,0,0,0,1,0
item_7,452,1,1,1,0,0,0,0,1,0
item_8,12,1,0,0,0,0,0,0,1,0
item_8,77,1,0,0,0,0,0,0,1,0
item_8,439,1,0,0,0,0,0,0,1,0
item_8,445,1,0,0,0,0,0,0,1,0
item_8,161,1,0,0,0,0,0,0,1,0
item_9,419,1,0,1,0,0,0,0,0,0
item_9,444,1,0,1,0,0,0,0,0,0
item_9,481,1,0,1,0,0,0,0,0,0
item_10,278,1,0,1,0,0,1,0,1,1
item_10,54,1,0,1,0,0,1,0,1,1
item_10,79,1,0,1,0,0,1,0,1,1
item_11,87,1,0,1,0,0,1,0,1,0
item_11,218,1,0,1,0,0,1,0,1,0
item_12,352,1,0,0,0,0,0,0,1,1
item_12,516,1,0,0,0,0,0,0,1,1
item_12,65,1,0,0,0,0,0,0,1,1
item_14,481,1,0,1,0,0,0,0,1,0
item_14,161,1,0,1,0,0,0,0,1,0
item_14,474,1,0,1,0,0,0,0,1,0
item_14,45,1,0,1,0,0,0,0,1,0
item_14,445,1,0,1,0,0,0,0,1,0
item_14,468,1,0,1,0,0,0,0,1,0
item_14,153,1,0,1,0,0,0,0,1,0
item_14,136,1,0,1,0,0,0,0,1,0
item_15,201,1,1,0,0,0,0,0,1,0
item_15,192,1,1,0,0,0,0,0,1,0
item_15,481,1,1,0,0,0,0,0,1,0
item_16,508,1,0,1,0,0,0,0,1,0
item_16,512,1,0,1,0,0,0,0,1,0
item_16,82,1,0,1,0,0,0,0,1,0
item_16,12,1,0,1,0,0,0,0,1,0
item_18,180,1,0,1,0,0,1,1,1,0
item_19,56,1,1,1,1,0,1,0,1,0
item_19,340,1,1,1,1,0,1,0,1,0
item_19,88,1,1,1,1,0,1,0,1,0
item_19,90,1,1,1,1,0,1,0,1,0
item_20,480,1,0,1,1,0,1,0,1,0
item_20,289,1,0,1,1,0,1,0,1,0
item_20,376,1,0,1,1,0,1,0,1,0
item_1,331,0,0,0,0,1,0,1,1,0
item_1,47,0,0,0,0,1,0,1,1,0
item_2,317,0,0,0,0,1,0,0,1,0
item_2,404,0,0,0,0,1,0,0,1,0
item_2,112,0,0,0,0,1,0,0,1,0
item_3,334,0,0,0,0,1,0,0,1,0
item_3,364,0,0,0,0,1,0,0,1,0
item_4,387,0,0,1,1,0,1,0,1,0
item_4,492,0,0,1,1,0,1,0,1,0
item_4,412,0,0,1,1,0,1,0,1,0
item_4,334,0,0,1,1,0,1,0,1,0
item_5,246,0,0,1,0,1,0,0,1,1
item_5,148,0,0,1,0,1,0,0,1,1
item_5,55,0,0,1,0,1,0,0,1,1
item_6,510,0,0,0,0,0,0,0,1,0
item_7,312,0,1,1,0,0,0,0,1,0
item_7,509,0,1,1,0,0,0,0,1,0
item_9,93,0,0,1,0,0,0,0,0,0
item_9,137,0,0,1,0,0,0,0,0,0
item_10,145,0,0,1,0,0,1,0,1,1
item_10,416,0,0,1,0,0,1,0,1,1
item_10,51,0,0,1,0,0,1,0,1,1
item_10,395,0,0,1,0,0,1,0,1,1
item_11,522,0,0,1,0,0,1,0,1,0
item_11,72,0,0,1,0,0,1,0,1,0
item_11,509,0,0,1,0,0,1,0,1,0
item_11,503,0,0,1,0,0,1,0,1,0
item_12,195,0,0,0,0,0,0,0,1,1
item_13,112,0,0,1,0,1,1,0,1,0
item_13,486,0,0,1,0,1,1,0,1,0
item_13,85,0,0,1,0,1,1,0,1,0
item_13,8,0,0,1,0,1,1,0,1,0
item_14,406,0,0,1,0,0,0,0,1,0
item_15,197,0,1,0,0,0,0,0,1,0
item_16,441,0,0,1,0,0,0,0,1,0
item_17,53,0,0,1,0,0,1,0,1,0
item_18,436,0,0,1,0,0,1,1,1,0
item_18,236,0,0,1,0,0,1,1,1,0
item_18,251,0,0,1,0,0,1,1,1,0
item_18,136,0,0,1,0,0,1,1,1,0
item_18,477,0,0,1,0,0,1,1,1,0
item_19,454,0,1,1,1,0,1,0,1,0
item_19,306,0,1,1,1,0,1,0,1,0
item_19,188,0,1,1,1,0,1,0,1,0
item_20,276,0,0,1,1,0,1,0,1,0
item_20,103,0,0,1,1,0,1,0,1,0
item_1,290,1,0,0,0,1,0,1,1,0
item_1,218,1,0,0,0,1,0,1,1,0
item_1,99,1,0,0,0,1,0,1,1,0
item_1,478,1,0,0,0,1,0,1,1,0
item_2,79,1,0,0,0,1,0,0,1,0
item_2,376,1,0,0,0,1,0,0,1,0
item_2,33,1,0,0,0,1,0,0,1,0
item_2,207,1,0,0,0,1,0,0,1,0
item_3,52,1,0,0,0,1,0,0,1,0
item_3,199,1,0,0,0,1,0,0,1,0
item_4,221,1,0,1,1,0,1,0,1,0
item_4,394,1,0,1,1,0,1,0,1,0
item_4,46,1,0,1,1,0,1,0,1,0
item_5,275,1,0,1,0,1,0,0,1,1
item_5,377,1,0,1,0,1,0,0,1,1
item_6,17,1,0,0,0,0,0,0,1,0
item_6,82,1,0,0,0,0,0,0,1,0
item_6,329,1,0,0,0,0,0,0,1,0
item_6,416,1,0,0,0,0,0,0,1,0
item_6,45,1,0,0,0,0,0,0,1,0
item_6,85,1,0,0,0,0,0,0,1,0
item_7,341,1,1,1,0,0,0,0,1,0
item_7,150,1,1,1,0,0,0,0,1,0
item_8,21,1,0,0,0,0,0,0,1,0
item_8,70,1,0,0,0,0,0,0,1,0
item_8,135,1,0,0,0,0,0,0,1,0
item_8,425,1,0,0,0,0,0,0,1,0
item_8,272,1,0,0,0,0,0,0,1,0
item_8,144,1,0,0,0,0,0,0,1,0
item_8,181,1,0,0,0,0,0,0,1,0
item_9,258,1,0,1,0,0,0,0,0,0
item_9,382,1,0,1,0,0,0,0,0,0
item_9,68,1,0,1,0,0,0,0,0,0
item_9,494,1,0,1,0,0,0,0,0,0
item_9,288,1,0,1,0,0,0,0,0,0
item_9,345,1,0,1,0,0,0,0,0,0
item_9,471,1,0,1,0,0,0,0,0,0
item_9,464,1,0,1,0,0,0,0,0,0
item_10,248,1,0,1,0,0,1,0,1,1
item_10,154,1,0,1,0,0,1,0,1,1
item_10,453,1,0,1,0,0,1,0,1,1
item_11,272,1,0,1,0,0,1,0,1,0
item_11,290,1,0,1,0,0,1,0,1,0
item_11,90,1,0,1,0,0,1,0,1,0
item_12,54,1,0,0,0,0,0,0,1,1
item_12,512,1,0,0,0,0,0,0,1,1
item_14,186,1,0,1,0,0,0,0,1,0
item_14,319,1,0,1,0,0,0,0,1,0
item_15,23,1,1,0,0,0,0,0,1,0
item_16,382,1,0,1,0,0,0,0,1,0
item_16,216,1,0,1,0,0,0,0,1,0
item_17,114,1,0,1,0,0,1,0,1,0
item_17,431,1,0,1,0,0,1,0,1,0
item_17,179,1,0,1,0,0,1,0,1,0
item_17,96,1,0,1,0,0,1,0,1,0
item_18,258,1,0,1,0,0,1,1,1,0
item_19,190,1,1,1,1,0,1,0,1,0
item_19,42,1,1,1,1,0,1,0,1,0
item_20,88,1,0,1,1,0,1,0,1,0
item_1,116,0,0,0,0,1,0,1,1,0
item_1,48,0,0,0,0,1,0,1,1,0
item_2,291,0,0,0,0,1,0,0,1,0
item_3,81,0,0,0,0,1,0,0,1,0
item_3,24,0,0,0,0,1,0,0,1,0
item_3,234,0,0,0,0,1,0,0,1,0
item_4,246,0,0,1,1,0,1,0,1,0
item_4,517,0,0,1,1,0,1,0,1,0
item_4,343,0,0,1,1,0,1,0,1,0
item_4,392,0,0,1,1,0,1,0,1,0
item_5,326,0,0,1,0,1,0,0,1,1
item_5,316,0,0,1,0,1,0,0,1,1
item_5,435,0,0,1,0,1,0,0,1,1
item_7,77,0,1,1,0,0,0,0,1,0
item_8,233,0,0,0,0,0,0,0,1,0
item_9,188,0,0,1,0,0,0,0,0,0
item_9,408,0,0,1,0,0,0,0,0,0
item_10,514,0,0,1,0,0,1,0,1,1
item_10,360,0,0,1,0,0,1,0,1,1
item_10,363,0,0,1,0,0,1,0,1,1
item_10,237,0,0,1,0,0,1,0,1,1
item_11,491,0,0,1,0,0,1,0,1,0
item_11,178,0,0,1,0,0,1,0,1,0
item_11,47,0,0,1,0,0,1,0,1,0
item_12,251,0,0,0,0,0,0,0,1,1
item_13,314,0,0,1,0,1,1,0,1,0
item_13,159,0,0,1,0,1,1,0,1,0
item_13,474,0,0,1,0,1,1,0,1,0
item_13,178,0,0,1,0,1,1,0,1,0
item_13,372,0,0,1,0,1,1,0,1,0
item_14,286,0,0,1,0,0,0,0,1,0
item_14,170,0,0,1,0,0,0,0,1,0
item_14,51,0,0,1,0,0,0,0,1,0
item_14,62,0,0,1,0,0,0,0,1,0
item_15,342,0,1,0,0,0,0,0,1,0
item_15,101,0,1,0,0,0,0,0,1,0
item_15,414,0,1,0,0,0,0,0,1,0
item_15,411,0,1,0,0,0,0,0,1,0
item_16,310,0,0,1,0,0,0,0,1,0
item_16,187,0,0,1,0,0,0,0,1,0
item_17,246,0,0,1,0,0,1,0,1,0
item_17,526,0,0,1,0,0,1,0,1,0
item_17,514,0,0,1,0,0,1,0,1,0
item_18,353,0,0,1,0,0,1,1,1,0
item_18,188,0,0,1,0,0,1,1,1,0
item_19,338,0,1,1,1,0,1,0,1,0
item_19,135,0,1,1,1,0,1,0,1,0
item_19,265,0,1,1,1,0,1,0,1,0
item_19,224,0,1,1,1,0,1,0,1,0
item_20,518,0,0,1,1,0,1,0,1,0
item_20,141,0,0,1,1,0,1,0,1,0
item_1,473,1,0,0,0,1,0,1,1,0
item_1,315,1,0,0,0,1,0,1,1,0
item_1,200,1,0,0,0,1,0,1,1,0
item_2,208,1,0,0,0,1,0,0,1,0
item_2,382,1,0,0,0,1,0,0,1,0
item_2,193,1,0,0,0,1,0,0,1,0
item_2,405,1,0,0,0,1,0,0,1,0
item_3,355,1,0,0,0,1,0,0,1,0
item_3,471,1,0,0,0,1,0,0,1,0
item_4,156,1,0,1,1,0,1,0,1,0
item_4,3,1,0,1,1,0,1,0,1,0
item_5,152,1,0,1,0,1,0,0,1,1
item_5,329,1,0,1,0,1,0,0,1,1
item_5,410,1,0,1,0,1,0,0,1,1
item_5,13,1,0,1,0,1,0,0,1,1
item_6,480,1,0,0,0,0,0,0,1,0
item_6,516,1,0,0,0,0,0,0,1,0
item_7,357,1,1,1,0,0,0,0,1,0
item_8,163,1,0,0,0,0,0,0,1,0
item_8,156,1,0,0,0,0,0,0,1,0
item_8,118,1,0,0,0,0,0,0,1,0
item_8,516,1,0,0,0,0,0,0,1,0
item_8,137,1,0,0,0,0,0,0,1,0
item_9,279,1,0,1,0,0,0,0,0,0
item_9,416,1,0,1,0,0,0,0,0,0
item_9,197,1,0,1,0,0,0,0,0,0
item_10,30,1,0,1,0,0,1,0,1,1
item_11,56,1,0,1,0,0,1,0,1,0
item_11,137,1,0,1,0,0,1,0,1,0
item_11,225,1,0,1,0,0,1,0,1,0
item_11,447,1,0,1,0,0,1,0,1,0
item_12,254,1,0,0,0,0,0,0,1,1
item_12,264,1,0,0,0,0,0,0,1,1
item_12,13,1,0,0,0,0,0,0,1,1
item_12,306,1,0,0,0,0,0,0,1,1
item_12,369,1,0,0,0,0,0,0,1,1
item_12,281,1,0,0,0,0,0,0,1,1
item_13,313,1,0,1,0,1,1,0,1,0
item_13,256,1,0,1,0,1,1,0,1,0
item_13,369,1,0,1,0,1,1,0,1,0
item_15,295,1,1,0,0,0,0,0,1,0
item_15,185,1,1,0,0,0,0,0,1,0
item_15,137,1,1,0,0,0,0,0,1,0
item_16,370,1,0,1,0,0,0,0,1,0
item_16,147,1,0,1,0,0,0,0,1,0
item_16,481,1,0,1,0,0,0,0,1,0
item_16,386,1,0,1,0,0,0,0,1,0
item_17,341,1,0,1,0,0,1,0,1,0
item_17,288,1,0,1,0,0,1,0,1,0
item_17,279,1,0,1,0,0,1,0,1,0
item_17,248,1,0,1,0,0,1,0,1,0
item_17,193,1,0,1,0,0,1,0,1,0
item_17,278,1,0,1,0,0,1,0,1,0
item_17,282,1,0,1,0,0,1,0,1,0
item_17,358,1,0,1,0,0,1,0,1,0
item_19,180,1,1,1,1,0,1,0,1,0
item_19,32,1,1,1,1,0,1,0,1,0
item_20,136,1,0,1,1,0,1,0,1,0
item_20,163,1,0,1,1,0,1,0,1,0
item_1,462,0,0,0,0,1,0,1,1,0
item_1,53,0,0,0,0,1,0,1,1,0
item_2,507,0,0,0,0,1,0,0,1,0
item_2,249,0,0,0,0,1,0,0,1,0
item_3,420,0,0,0,0,1,0,0,1,0
item_3,244,0,0,0,0,1,0,0,1,0
item_4,502,0,0,1,1,0,1,0,1,0
item_4,276,0,0,1,1,0,1,0,1,0
item_5,20,0,0,1,0,1,0,0,1,1
item_7,61,0,1,1,0,0,0,0,1,0
item_7,179,0,1,1,0,0,0,0,1,0
item_7,149,0,1,1,0,0,0,0,1,0
item_7,335,0,1,1,0,0,0,0,1,0
item_8,506,0,0,0,0,0,0,0,1,0
item_9,460,0,0,1,0,0,0,0,0,0
item_9,355,0,0,1,0,0,0,0,0,0
item_10,72,0,0,1,0,0,1,0,1,1
item_13,398,0,0,1,0,1,1,0,1,0
item_13,69,0,0,1,0,1,1,0,1,0
item_13,286,0,0,1,0,1,1,0,1,0
item_13,508,0,0,1,0,1,1,0,1,0
item_15,312,0,1,0,0,0,0,0,1,0
item_15,48,0,1,0,0,0,0,0,1,0
item_15,97,0,1,0,0,0,0,0,1,0
item_15,408,0,1,0,0,0,0,0,1,0
item_17,1,0,0,1,0,0,1,0,1,0
item_18,235,0,0,1,0,0,1,1,1,0
item_19,132,0,1,1,1,0,1,0,1,0
item_19,492,0,1,1,1,0,1,0,1,0
item_19,304,0,1,1,1,0,1,0,1,0
item_19,327,0,1,1,1,0,1,0,1,0
item_20,397,0,0,1,1,0,1,0,1,0
item_20,484,0,0,1,1,0,1,0,1,0
item_20,28,0,0,1,1,0,1,0,1,0
item_1,465,1,0,0,0,1,0,1,1,0
item_1,198,1,0,0,0,1,0,1,1,0
item_1,468,1,0,0,0,1,0,1,1,0
item_1,22,1,0,0,0,1,0,1,1,0
item_2,252,1,0,0,0,1,0,0,1,0
item_2,453,1,0,0,0,1,0,0,1,0
item_3,54,1,0,0,0,1,0,0,1,0
item_3,305,1,0,0,0,1,0,0,1,0
item_3,241,1,0,0,0,1,0,0,1,0
item_3,225,1,0,0,0,1,0,0,1,0
item_5,245,1,0,1,0,1,0,0,1,1
item_6,479,1,0,0,0,0,0,0,1,0
item_6,398,1,0,0,0,0,0,0,1,0
item_6,213,1,0,0,0,0,0,0,1,0
item_6,450,1,0,0,0,0,0,0,1,0
item_7,54,1,1,1,0,0,0,0,1,0
item_7,221,1,1,1,0,0,0,0,1,0
item_7,173,1,1,1,0,0,0,0,1,0
item_8,225,1,0,0,0,0,0,0,1,0
item_8,452,1,0,0,0,0,0,0,1,0
item_8,72,1,0,0,0,0,0,0,1,0
item_9,298,1,0,1,0,0,0,0,0,0
item_9,43,1,0,1,0,0,0,0,0,0
item_9,356,1,0,1,0,0,0,0,0,0
item_10,440,1,0,1,0,0,1,0,1,1
item_11,104,1,0,1,0,0,1,0,1,0
item_11,189,1,0,1,0,0,1,0,1,0
item_12,108,1,0,0,0,0,0,0,1,1
item_13,453,1,0,1,0,1,1,0,1,0
item_14,95,1,0,1,0,0,0,0,1,0
item_14,310,1,0,1,0,0,0,0,1,0
item_14,86,1,0,1,0,0,0,0,1,0
item_14,185,1,0,1,0,0,0,0,1,0
item_14,294,1,0,1,0,0,0,0,1,0
item_16,205,1,0,1,0,0,0,0,1,0
item_16,119,1,0,1,0,0,0,0,1,0
item_16,115,1,0,1,0,0,0,0,1,0
item_17,473,1,0,1,0,0,1,0,1,0
item_17,478,1,0,1,0,0,1,0,1,0
item_18,214,1,0,1,0,0,1,1,1,0
item_18,471,1,0,1,0,0,1,1,1,0
item_19,287,1,1,1,1,0,1,0,1,0
item_20,400,1,0,1,1,0,1,0,1,0
item_20,322,1,0,1,1,0,1,0,1,0
item_20,220,1,0,1,1,0,1,0,1,0
item_20,363,1,0,1,1,0,1,0,1,0
item_1,34,0,0,0,0,1,0,1,1,0
item_1,214,0,0,0,0,1,0,1,1,0
item_1,417,0,0,0,0,1,0,1,1,0
item_1,519,0,0,0,0,1,0,1,1,0
item_2,24,0,0,0,0,1,0,0,1,0
item_2,500,0,0,0,0,1,0,0,1,0
item_3,131,0,0,0,0,1,0,0,1,0
item_4,437,0,0,1,1,0,1,0,1,0
item_4,59,0,0,1,1,0,1,0,1,0
item_4,309,0,0,1,1,0,1,0,1,0
item_4,41,0,0,1,1,0,1,0,1,0
item_4,330,0,0,1,1,0,1,0,1,0
item_5,134,0,0,1,0,1,0,0,1,1
item_6,51,0,0,0,0,0,0,0,1,0
item_7,176,0,1,1,0,0,0,0,1,0
item_7,378,0,1,1,0,0,0,0,1,0
item_8,450,0,0,0,0,0,0,0,1,0
item_9,287,0,0,1,0,0,0,0,0,0
item_9,148,0,0,1,0,0,0,0,0,0
